timestamp,ax,ay,az,vibration,rms
109437,0.0479,-0.0002,0.9094,0.0006,0.9116
109457,0.0540,-0.0044,0.9109,0.0022,0.9119
109477,0.0510,0.0027,0.9116,0.0012,0.9122
109497,0.0481,-0.0027,0.9065,0.0017,0.9109
109517,0.0491,-0.0022,0.9143,0.0015,0.9123
109537,0.0500,-0.0012,0.9109,0.0002,0.9123
109557,0.0459,-0.0010,0.9063,0.0018,0.9108
109577,0.0498,-0.0015,0.9043,0.0016,0.9093
109597,0.0527,0.0012,0.9104,0.0015,0.9101
109617,0.0505,-0.0044,0.9106,0.0013,0.9107
109637,0.0496,0.0000,0.9116,0.0009,0.9114
109657,0.0503,0.0022,0.9104,0.0010,0.9115
109677,0.0479,-0.0007,0.9106,0.0007,0.9116
109697,0.0486,-0.0039,0.9121,0.0012,0.9121
109717,0.0505,0.0027,0.9136,0.0015,0.9130
109737,0.0483,0.0002,0.9089,0.0009,0.9122
109757,0.0535,-0.0044,0.9131,0.0019,0.9129
109777,0.0513,0.0005,0.9102,0.0007,0.9125
109797,0.0493,-0.0020,0.9067,0.0014,0.9112
109817,0.0510,-0.0034,0.9082,0.0009,0.9107
109837,0.0493,-0.0017,0.9121,0.0009,0.9115
109857,0.0500,-0.0032,0.9075,0.0009,0.9107
109877,0.0505,-0.0010,0.9045,0.0015,0.9093
109897,0.0520,0.0015,0.9097,0.0012,0.9099
109917,0.0476,-0.0017,0.9077,0.0010,0.9096
109937,0.0496,0.0022,0.9070,0.0011,0.9092
109957,0.0532,0.0005,0.9082,0.0011,0.9094
109977,0.0503,-0.0039,0.9133,0.0020,0.9110
109997,0.0496,-0.0005,0.9126,0.0010,0.9119
110017,0.0503,-0.0027,0.9055,0.0016,0.9104
110037,0.0559,0.0015,0.9089,0.0019,0.9105
110057,0.0513,-0.0002,0.9070,0.0006,0.9099
110077,0.0525,0.0022,0.9031,0.0018,0.9083
110097,0.0525,-0.0068,0.9087,0.0022,0.9089
110117,0.0469,-0.0002,0.9111,0.0020,0.9099
110137,0.0552,-0.0032,0.9106,0.0016,0.9106
110157,0.0503,-0.0020,0.9048,0.0014,0.9093
110177,0.0520,-0.0005,0.9146,0.0021,0.9113
110197,0.0510,-0.0002,0.9089,0.0005,0.9110
