timestamp,ax,ay,az,vibration,rms
61497,-2.0000,-2.0000,0.8909,1.0155,1.0539
61517,1.9999,1.9999,1.3589,0.9943,1.1936
61537,-2.0000,-2.0000,0.7100,1.0123,1.0757
61557,1.9999,1.6470,1.1423,0.9217,1.1103
61577,-2.0000,-0.7681,0.7246,0.7791,0.9905
61597,1.9999,-1.3545,0.8782,0.8023,1.0800
61617,-1.7957,1.9999,0.8477,0.9791,0.9810
61637,1.9999,-2.0000,0.7485,0.9708,1.0212
61657,-0.3071,1.9999,0.7649,0.7508,0.9046
61677,1.0259,-2.0000,0.6082,0.7430,0.9547
61697,1.0886,1.9999,0.9128,0.7402,1.0794
61717,-1.0227,-2.0000,0.7996,0.8595,0.8930
61737,1.9116,1.9999,1.0757,0.8905,1.1625
61757,-2.0000,-2.0000,0.8347,1.0661,0.9502
61777,1.9999,1.9999,1.0791,0.9557,1.1181
61797,-2.0000,-2.0000,0.9421,1.0309,1.0303
61817,1.9999,1.9999,1.2583,0.9809,1.1718
61837,-2.0000,-2.0000,0.7573,1.0175,1.0572
61857,1.9999,1.9999,1.2617,0.9917,1.1683
61877,-2.0000,-2.0000,0.6565,1.0127,1.0449
61897,1.9999,-0.0649,0.9758,0.7036,1.0470
61917,-2.0000,1.1213,0.7896,0.8256,0.9702
61937,1.9999,-2.0000,0.8147,0.9536,1.0660
61957,-0.9480,1.9999,0.7139,0.8468,0.8630
61977,1.6833,-2.0000,0.6816,0.8505,1.0115
61997,0.5537,1.9999,0.8740,0.7276,1.0009
62017,-0.1169,-2.0000,0.6721,0.7171,0.9171
62037,1.5889,1.9999,1.0093,0.8145,1.1417
62057,-2.0000,-2.0000,0.8306,1.0695,0.9221
62077,1.9999,1.9999,1.0823,0.9548,1.1042
62097,-2.0000,-2.0000,0.8533,1.0326,0.9919
62117,1.9999,1.9999,1.1790,0.9789,1.1268
62137,-2.0000,-2.0000,0.8945,1.0152,1.0602
62157,1.9999,1.9999,1.3628,0.9944,1.1985
62177,-2.0000,-2.0000,0.7041,1.0125,1.0780
62197,1.9999,1.8110,1.1472,0.9547,1.1249
62217,-2.0000,-1.0449,0.6995,0.8231,0.9896
62237,1.9999,-1.0374,0.9104,0.7552,1.0613
62257,-2.0000,1.9999,0.8428,1.0076,1.0160
62277,1.9999,-2.0000,0.7869,0.9924,1.0051
62297,-0.6514,1.9999,0.7144,0.7738,0.8889
62317,1.4734,-2.0000,0.6411,0.8230,0.9732
62337,0.7178,1.9999,0.8933,0.7129,1.0350
62357,-0.2874,-2.0000,0.7021,0.7485,0.9030
62377,1.6375,1.9999,1.0129,0.8161,1.1527
62397,-2.0000,-2.0000,0.8354,1.0741,0.9205
62417,1.9999,1.9999,1.0916,0.9513,1.1130
62437,-2.0000,-2.0000,0.8369,1.0351,0.9886
62457,1.9999,1.9999,1.1501,0.9765,1.1206
62477,-2.0000,-2.0000,0.9282,1.0161,1.0623
62497,1.9999,1.9999,1.3306,0.9923,1.1930
62517,-2.0000,-2.0000,0.7112,1.0126,1.0749
62537,1.9999,1.9999,1.2253,0.9954,1.1607
62557,-2.0000,-1.9658,0.6707,1.0015,1.0474
62577,1.9999,-0.1934,0.9641,0.7032,1.0508
62597,-2.0000,1.0530,0.7996,0.8176,0.9683
62617,1.9999,-2.0000,0.8225,0.9463,1.0815
62637,-1.2078,1.9999,0.7546,0.8920,0.8779
62657,1.9999,-2.0000,0.7031,0.9228,1.0491
62677,0.1333,1.9999,0.7854,0.7404,0.9390
62697,0.6438,-2.0000,0.6187,0.6939,0.9658
62717,1.2336,1.9999,0.9436,0.7557,1.1153
62737,-1.1658,-2.0000,0.8123,0.8948,0.8990
62757,1.9128,1.9999,1.0706,0.8917,1.1627
62777,-2.0000,-2.0000,0.8508,1.0658,0.9556
62797,1.9999,1.9999,1.0774,0.9559,1.1203
62817,-2.0000,-2.0000,0.8967,1.0308,1.0201
62837,1.9999,1.9999,1.2297,0.9805,1.1569
62857,-2.0000,-2.0000,0.8362,1.0155,1.0680
62877,1.9999,1.9999,1.3455,0.9941,1.1982
62897,-2.0000,-2.0000,0.6868,1.0127,1.0739
62917,1.9999,1.3257,1.1082,0.8620,1.0812
62937,-2.0000,-0.5713,0.7380,0.7479,0.9872
62957,1.9999,-1.4126,0.8845,0.8099,1.0885
62977,-1.8728,1.9999,0.8276,0.9997,0.9774
62997,1.9999,-2.0000,0.7690,0.9721,1.0204
63017,-0.5149,1.9999,0.7175,0.7728,0.8770
63037,1.3579,-2.0000,0.6091,0.7901,0.9729
63057,0.7900,1.9999,0.8816,0.7211,1.0341
63077,-0.3921,-2.0000,0.7136,0.7584,0.8974
63097,1.6497,1.9999,1.0093,0.8225,1.1433
63117,-2.0000,-2.0000,0.8374,1.0716,0.9199
63137,1.9999,1.9999,1.0742,0.9528,1.1045
63157,-2.0000,-2.0000,0.8467,1.0337,0.9878
63177,1.9999,1.9999,1.1814,0.9782,1.1264
63197,-2.0000,-2.0000,0.9058,1.0156,1.0618
63217,1.9999,1.9999,1.3560,0.9937,1.1986
63237,-2.0000,-2.0000,0.7288,1.0120,1.0841
63257,1.9999,1.9999,1.1687,0.9942,1.1515
63277,-2.0000,-1.4236,0.6812,0.8953,1.0025
63297,1.9999,-0.6765,0.9126,0.7173,1.0440
63317,-2.0000,1.6321,0.8333,0.9216,0.9943
63337,1.9999,-2.0000,0.8110,0.9774,1.0296
63357,-0.9570,1.9999,0.7034,0.8273,0.8764
63377,1.7698,-2.0000,0.6648,0.8803,1.0009
63397,0.3892,1.9999,0.8376,0.7166,0.9792
63417,0.2441,-2.0000,0.6528,0.7037,0.9282
63437,1.3757,1.9999,0.9683,0.7710,1.1247
63457,-1.5137,-2.0000,0.8286,0.9656,0.8962
63477,1.9999,1.9999,1.0867,0.9255,1.1480
63497,-2.0000,-2.0000,0.8628,1.0559,0.9717
63517,1.9999,1.9999,1.0811,0.9616,1.1196
63537,-2.0000,-2.0000,0.9490,1.0261,1.0445
63557,1.9999,1.9999,1.2856,0.9845,1.1823
63577,-2.0000,-2.0000,0.7791,1.0150,1.0754
63597,1.9999,1.9999,1.3013,0.9939,1.1884
63617,-2.0000,-2.0000,0.6797,1.0116,1.0675
63637,1.9999,0.7642,1.0654,0.7762,1.0524
63657,-2.0000,0.0100,0.7554,0.7139,0.9783
63677,1.9999,-1.8474,0.8616,0.8932,1.1202
63697,-1.6411,1.9999,0.8167,0.9754,0.9307
63717,1.9999,-2.0000,0.7449,0.9442,1.0452
63737,-0.2976,1.9999,0.7397,0.7688,0.8810
63757,1.1069,-2.0000,0.6011,0.7377,0.9744
63777,0.9302,1.9999,0.9319,0.7355,1.0595
63797,-0.6299,-2.0000,0.7466,0.7896,0.9040
63817,1.7271,1.9999,1.0420,0.8444,1.1527
63837,-2.0000,-2.0000,0.8420,1.0683,0.9381
63857,1.9999,1.9999,1.0603,0.9545,1.1079
63877,-2.0000,-2.0000,0.8511,1.0321,0.9954
63897,1.9999,1.9999,1.1804,0.9792,1.1289
63917,-2.0000,-2.0000,0.9167,1.0148,1.0683
63937,1.9999,1.9999,1.3494,0.9938,1.2002
63957,-2.0000,-2.0000,0.7070,1.0124,1.0802
63977,1.9999,1.9999,1.2046,0.9953,1.1579
63997,-2.0000,-1.9849,0.6560,1.0055,1.0442
64017,1.9999,-0.1223,0.9807,0.7053,1.0466
64037,-2.0000,0.8999,0.7859,0.7937,0.9618
64057,1.9999,-2.0000,0.8379,0.9395,1.0949
64077,-1.3582,1.9999,0.7715,0.9223,0.8868
64097,1.9999,-2.0000,0.7241,0.9284,1.0471
64117,-0.1226,1.9999,0.7520,0.7575,0.8959
64137,0.9470,-2.0000,0.5952,0.7146,0.9725
64157,1.0093,1.9999,0.9351,0.7386,1.0756
64177,-0.6741,-2.0000,0.7617,0.8017,0.9059
64197,1.7163,1.9999,1.0391,0.8405,1.1549
64217,-2.0000,-2.0000,0.8313,1.0696,0.9335
64237,1.9999,1.9999,1.0623,0.9538,1.1072
64257,-2.0000,-2.0000,0.8633,1.0327,0.9967
64277,1.9999,1.9999,1.1289,0.9775,1.1172
64297,-2.0000,-2.0000,0.9617,1.0149,1.0713
64317,1.9999,1.9999,1.3054,0.9920,1.1909
64337,-2.0000,-2.0000,0.7598,1.0106,1.0876
64357,1.9999,1.9999,1.2939,0.9972,1.1874
64377,-2.0000,-2.0000,0.6853,1.0089,1.0737
64397,1.9999,1.1758,1.1018,0.8396,1.0682
64417,-2.0000,-0.6675,0.7061,0.7509,0.9831
64437,1.9999,-1.1096,0.8894,0.7632,1.0602
64457,-2.0000,1.8684,0.8213,0.9863,0.9832
64477,1.9999,-2.0000,0.7991,0.9795,1.0147
64497,-1.0884,1.9999,0.7224,0.8448,0.8760
64517,1.9999,-2.0000,0.6938,0.9328,1.0253
64537,0.0002,1.9999,0.7864,0.7333,0.9308
64557,0.9253,-2.0000,0.6033,0.7203,0.9808
64577,0.9604,1.9999,0.9231,0.7235,1.0882
64597,-0.4863,-2.0000,0.7219,0.7839,0.9068
64617,1.6201,1.9999,1.0056,0.8111,1.1538
64637,-1.8452,-2.0000,0.8452,1.0415,0.9147
64657,1.9999,1.9999,1.1152,0.9416,1.1357
64677,-2.0000,-2.0000,0.8213,1.0434,0.9824
64697,1.9999,1.9999,1.0671,0.9696,1.1061
64717,-2.0000,-2.0000,0.8677,1.0202,1.0266
64737,1.9999,1.9999,1.1641,0.9861,1.1293
64757,-2.0000,-2.0000,0.9368,1.0090,1.0866
64777,1.9999,1.9999,1.3057,0.9958,1.1933
64797,-2.0000,-2.0000,0.7654,1.0077,1.0968
64817,1.9999,1.9999,1.3149,0.9996,1.1954
64837,-2.0000,-2.0000,0.6982,1.0074,1.0856
64857,1.9999,1.9465,1.1643,0.9870,1.1381
64877,-2.0000,-1.7532,0.6748,0.9513,1.0265
64897,1.9999,-0.0820,0.9895,0.7077,1.0319
64917,-2.0000,0.4915,0.7695,0.7407,0.9566
64937,1.9999,-1.8628,0.8599,0.8977,1.1060
64957,-1.8511,1.9999,0.8440,1.0154,0.9445
64977,1.9999,-2.0000,0.7639,0.9575,1.0296
64997,-0.9146,1.9999,0.7087,0.8350,0.8467
65017,1.8953,-2.0000,0.6851,0.8909,1.0335
65037,0.0588,1.9999,0.7932,0.7372,0.9324
65057,0.9089,-2.0000,0.6038,0.7126,0.9904
65077,0.9441,1.9999,0.9060,0.7247,1.0839
65097,-0.3574,-2.0000,0.7148,0.7664,0.9184
65117,1.5681,1.9999,0.9910,0.7990,1.1546
65137,-1.6304,-2.0000,0.8064,0.9974,0.8970
65157,1.9999,1.9999,1.1106,0.9280,1.1505
65177,-2.0000,-2.0000,0.8162,1.0546,0.9651
65197,1.9999,1.9999,1.0959,0.9631,1.1171
65217,-2.0000,-2.0000,0.8459,1.0257,1.0165
65237,1.9999,1.9999,1.1450,0.9822,1.1249
65257,-2.0000,-2.0000,0.9556,1.0115,1.0829
65277,1.9999,1.9999,1.2673,0.9930,1.1840
65297,-2.0000,-2.0000,0.8306,1.0071,1.1053
65317,1.9999,1.9999,1.3386,0.9992,1.2096
65337,-2.0000,-2.0000,0.7051,1.0083,1.0960
65357,1.9999,1.9999,1.2302,0.9989,1.1690
65377,-2.0000,-2.0000,0.6631,1.0067,1.0602
65397,1.9999,0.7939,1.0479,0.7846,1.0338
65417,-2.0000,-0.5291,0.7249,0.7277,0.9768
